"Altitude[m]","Temperature[Kelvin]","Pressure[pascal]","Density[kg/m3]"
59050,248.11,23.1695,0.00032532
59100,247.97,23.0105,0.00032327
59150,247.83,22.8525,0.000321232
59200,247.69,22.6955,0.000319205
59250,247.55,22.5395,0.00031719
59300,247.41,22.3844,0.000315186
59350,247.27,22.2304,0.000313194
59400,247.13,22.0773,0.000311214
59450,246.99,21.9252,0.000309245
59500,246.85,21.774,0.000307287
59550,246.71,21.6238,0.00030534
59600,246.57,21.4746,0.000303405
59650,246.43,21.3263,0.000301481
59700,246.29,21.1789,0.000299568
59750,246.15,21.0325,0.000297666
59800,246.01,20.887,0.000295775
59850,245.87,20.7425,0.000293896
59900,245.73,20.5988,0.000292027
59950,245.59,20.4561,0.000290168
60000,245.45,20.3143,0.000288321
60050,245.31,20.1733,0.000286484
60100,245.17,20.0333,0.000284658
60150,245.03,19.8942,0.000282843
60200,244.89,19.7559,0.000281038
60250,244.75,19.6186,0.000279243
60300,244.61,19.4821,0.000277459
60350,244.47,19.3465,0.000275686
60400,244.33,19.2117,0.000273923
60450,244.19,19.0779,0.00027217
60500,244.05,18.9448,0.000270427
60550,243.91,18.8127,0.000268694
60600,243.77,18.6813,0.000266972
60650,243.63,18.5508,0.00026526
60700,243.49,18.4212,0.000263557
60750,243.35,18.2924,0.000261865
60800,243.21,18.1644,0.000260182
60850,243.07,18.0372,0.000258509
60900,242.93,17.9109,0.000256847
60950,242.79,17.7853,0.000255193
61000,242.65,17.6606,0.00025355
61050,242.51,17.5367,0.000251916
61100,242.37,17.4136,0.000250292
61150,242.23,17.2912,0.000248677
61200,242.09,17.1697,0.000247072
61250,241.95,17.0489,0.000245477
61300,241.81,16.929,0.00024389
61350,241.67,16.8098,0.000242313
61400,241.53,16.6913,0.000240746
61450,241.39,16.5737,0.000239187
61500,241.25,16.4568,0.000237638
61550,241.11,16.3406,0.000236098
61600,240.97,16.2252,0.000234567
61650,240.83,16.1106,0.000233045
61700,240.69,15.9967,0.000231532
61750,240.55,15.8835,0.000230028
61800,240.41,15.7711,0.000228533
61850,240.27,15.6594,0.000227046
61900,240.13,15.5485,0.000225569
61950,239.99,15.4382,0.0002241
62000,239.85,15.3287,0.00022264
62050,239.71,15.2199,0.000221189
62100,239.57,15.1118,0.000219746
62150,239.43,15.0044,0.000218312
62200,239.29,14.8977,0.000216886
62250,239.15,14.7917,0.000215469
62300,239.01,14.6864,0.000214061
62350,238.87,14.5818,0.00021266
62400,238.73,14.4778,0.000211268
62450,238.59,14.3746,0.000209885
62500,238.45,14.272,0.000208509
62550,238.31,14.1701,0.000207142
62600,238.17,14.0689,0.000205783
62650,238.03,13.9683,0.000204432
62700,237.89,13.8684,0.00020309
62750,237.75,13.7691,0.000201755
62800,237.61,13.6705,0.000200428
62850,237.47,13.5726,0.000199109
62900,237.33,13.4753,0.000197798
62950,237.19,13.3786,0.000196495
63000,237.05,13.2826,0.0001952
63050,236.91,13.1872,0.000193913
63100,236.77,13.0924,0.000192633
63150,236.63,12.9983,0.000191361
63200,236.49,12.9047,0.000190097
63250,236.35,12.8118,0.00018884
63300,236.21,12.7196,0.000187591
63350,236.07,12.6279,0.000186349
63400,235.93,12.5368,0.000185115
63450,235.79,12.4463,0.000183888
63500,235.65,12.3565,0.000182669
63550,235.51,12.2672,0.000181457
63600,235.37,12.1785,0.000180253
63650,235.23,12.0904,0.000179055
63700,235.09,12.0029,0.000177865
63750,234.95,11.916,0.000176682
63800,234.81,11.8297,0.000175507
63850,234.67,11.7439,0.000174338
63900,234.53,11.6587,0.000173177
63950,234.39,11.5741,0.000172022
64000,234.25,11.49,0.000170875
64050,234.11,11.4065,0.000169735
64100,233.97,11.3235,0.000168601
64150,233.83,11.2412,0.000167474
64200,233.69,11.1593,0.000166355
64250,233.55,11.078,0.000165242
64300,233.41,10.9973,0.000164136
64350,233.27,10.917,0.000163036
64400,233.13,10.8374,0.000161944
64450,232.99,10.7582,0.000160858
64500,232.85,10.6796,0.000159778
64550,232.71,10.6015,0.000158706
64600,232.57,10.524,0.000157639
64650,232.43,10.447,0.00015658
64700,232.29,10.3704,0.000155527
64750,232.15,10.2944,0.00015448
64800,232.01,10.2189,0.00015344
64850,231.87,10.144,0.000152406
64900,231.73,10.0695,0.000151378
64950,231.59,9.99551,0.000150357
65000,231.45,9.92203,0.000149342
65050,231.31,9.84905,0.000148333
65100,231.17,9.77656,0.000147331
65150,231.03,9.70457,0.000146334
65200,230.89,9.63306,0.000145344
65250,230.75,9.56203,0.00014436
65300,230.61,9.49149,0.000143382
65350,230.47,9.42142,0.00014241
65400,230.33,9.35183,0.000141444
65450,230.19,9.28271,0.000140484
65500,230.05,9.21406,0.00013953
65550,229.91,9.14588,0.000138582
65600,229.77,9.07816,0.000137639
65650,229.63,9.0109,0.000136703
65700,229.49,8.9441,0.000135772
65750,229.35,8.87775,0.000134847
65800,229.21,8.81186,0.000133928
65850,229.07,8.74641,0.000133015
65900,228.93,8.68141,0.000132107
65950,228.79,8.61686,0.000131205
66000,228.65,8.55275,0.000130308
66050,228.51,8.48907,0.000129417
66100,228.37,8.42583,0.000128532
66150,228.23,8.36302,0.000127652
66200,228.09,8.30064,0.000126778
66250,227.95,8.23869,0.000125909
66300,227.81,8.17717,0.000125046
66350,227.67,8.11607,0.000124187
66400,227.53,8.05538,0.000123335
66450,227.39,7.99512,0.000122487
66500,227.25,7.93526,0.000121645
66550,227.11,7.87582,0.000120809
66600,226.97,7.81679,0.000119977
66650,226.83,7.75816,0.000119151
66700,226.69,7.69994,0.00011833
66750,226.55,7.64212,0.000117514
66800,226.41,7.5847,0.000116703
66850,226.27,7.52767,0.000115897
66900,226.13,7.47104,0.000115096
66950,225.99,7.4148,0.000114301
67000,225.85,7.35895,0.00011351
67050,225.71,7.30349,0.000112724
67100,225.57,7.24841,0.000111944
67150,225.43,7.19371,0.000111168
67200,225.29,7.13939,0.000110397
67250,225.15,7.08544,0.000109631
67300,225.01,7.03187,0.00010887
67350,224.87,6.97868,0.000108113
67400,224.73,6.92585,0.000107362
67450,224.59,6.87339,0.000106615
67500,224.45,6.8213,0.000105873
67550,224.31,6.76956,0.000105136
67600,224.17,6.71819,0.000104403
67650,224.03,6.66718,0.000103675
67700,223.89,6.61652,0.000102952
67750,223.75,6.56622,0.000102233
67800,223.61,6.51626,0.000101519
67850,223.47,6.46666,0.000100809
67900,223.33,6.4174,0.000100104
67950,223.19,6.36849,0.0000994031
68000,223.05,6.31992,0.0000987069
68050,222.91,6.27169,0.0000980152
68100,222.77,6.2238,0.0000973279
68150,222.63,6.17625,0.0000966449
68200,222.49,6.12902,0.0000959663
68250,222.35,6.08213,0.0000952921
68300,222.21,6.03557,0.0000946222
68350,222.07,5.98934,0.0000939566
68400,221.93,5.94343,0.0000932952
68450,221.79,5.89785,0.0000926381
68500,221.65,5.85259,0.0000919852
68550,221.51,5.80764,0.0000913366
68600,221.37,5.76302,0.000090692
68650,221.23,5.7187,0.0000900516
68700,221.09,5.6747,0.0000894154
68750,220.95,5.63102,0.0000887832
68800,220.81,5.58764,0.0000881551
68850,220.67,5.54456,0.0000875311
68900,220.53,5.5018,0.0000869111
68950,220.39,5.45933,0.000086295
69000,220.25,5.41717,0.000085683
69050,220.11,5.37531,0.0000850749
69100,219.97,5.33374,0.0000844708
69150,219.83,5.29247,0.0000838705
69200,219.69,5.25149,0.0000832742
69250,219.55,5.2108,0.0000826817
69300,219.41,5.17041,0.000082093
69350,219.27,5.1303,0.0000815082
69400,219.13,5.09047,0.0000809272
69450,218.99,5.05093,0.0000803499
69500,218.85,5.01168,0.0000797764
69550,218.71,4.9727,0.0000792067
69600,218.57,4.934,0.0000786406
69650,218.43,4.89558,0.0000780782
69700,218.29,4.85743,0.0000775195
69750,218.15,4.81956,0.0000769644
69800,218.01,4.78196,0.000076413
69850,217.87,4.74462,0.0000758651
69900,217.73,4.70756,0.0000753209
69950,217.59,4.67076,0.0000747802
70000,217.45,4.63422,0.000074243
70050,217.31,4.59795,0.0000737093
70100,217.17,4.56194,0.0000731792
70150,217.03,4.52618,0.0000726525
70200,216.89,4.49069,0.0000721293
70250,216.75,4.45545,0.0000716095
70300,216.61,4.42046,0.0000710931
70350,216.47,4.38573,0.0000705801
70400,216.33,4.35125,0.0000700705
70450,216.19,4.31701,0.0000695642
70500,216.05,4.28303,0.0000690613
70550,215.91,4.24929,0.0000685617
70600,215.77,4.21579,0.0000680654
70650,215.63,4.18254,0.0000675723
70700,215.49,4.14952,0.0000670825
70750,215.35,4.11675,0.000066596
70800,215.21,4.08422,0.0000661126
70850,215.07,4.05192,0.0000656325
70900,214.93,4.01985,0.0000651555
70950,214.79,3.98802,0.0000646817
71000,214.65,3.95642,0.000064211
71050,214.55,3.92505,0.0000637316
71100,214.45,3.89392,0.0000632556
71150,214.35,3.86302,0.0000627829
71200,214.25,3.83235,0.0000623136
71250,214.15,3.80191,0.0000618475
71300,214.05,3.7717,0.0000613847
71350,213.95,3.74171,0.0000609251
71400,213.85,3.71195,0.0000604688
71450,213.75,3.68241,0.0000600156
71500,213.65,3.6531,0.0000595657
71550,213.55,3.624,0.0000591189
71600,213.45,3.59512,0.0000586753
71650,213.35,3.56646,0.0000582348
71700,213.25,3.53801,0.0000577974
71750,213.15,3.50978,0.0000573631
71800,213.05,3.48176,0.0000569318
71850,212.95,3.45395,0.0000565036
71900,212.85,3.42634,0.0000560784
71950,212.75,3.39895,0.0000556562
72000,212.65,3.37176,0.000055237
72050,212.55,3.34478,0.0000548207
72100,212.45,3.318,0.0000544074
72150,212.35,3.29143,0.000053997
72200,212.25,3.26505,0.0000535895
72250,212.15,3.23887,0.000053185
72300,212.05,3.21289,0.0000527832
72350,211.95,3.18711,0.0000523843
72400,211.85,3.16152,0.0000519883
72450,211.75,3.13612,0.000051595
72500,211.65,3.11092,0.0000512046
72550,211.55,3.08591,0.0000508169
72600,211.45,3.06109,0.000050432
72650,211.35,3.03645,0.0000500498
72700,211.25,3.012,0.0000496703
72750,211.15,2.98774,0.0000492936
72800,211.05,2.96366,0.0000489195
72850,210.95,2.93977,0.000048548
72900,210.85,2.91605,0.0000481793
72950,210.75,2.89252,0.0000478131
73000,210.65,2.86917,0.0000474496
73050,210.55,2.84599,0.0000470886
73100,210.45,2.82299,0.0000467302
73150,210.35,2.80016,0.0000463744
73200,210.25,2.77751,0.0000460212
73250,210.15,2.75503,0.0000456704
73300,210.05,2.73272,0.0000453222
73350,209.95,2.71058,0.0000449764
73400,209.85,2.68861,0.0000446331
73450,209.75,2.66681,0.0000442923
73500,209.65,2.64518,0.000043954
73550,209.55,2.62371,0.000043618
73600,209.45,2.6024,0.0000432845
73650,209.35,2.58126,0.0000429533
73700,209.25,2.56028,0.0000426246
73750,209.15,2.53946,0.0000422982
73800,209.05,2.5188,0.0000419741
73850,208.95,2.4983,0.0000416524
73900,208.85,2.47795,0.0000413329
73950,208.75,2.45776,0.0000410158
74000,208.65,2.43773,0.000040701
74050,208.55,2.41785,0.0000403884
74100,208.45,2.39812,0.0000400781
74150,208.35,2.37854,0.00003977
74200,208.25,2.35912,0.0000394642
74250,208.15,2.33984,0.0000391605
74300,208.05,2.32071,0.000038859
74350,207.95,2.30173,0.0000385598
74400,207.85,2.2829,0.0000382626
74450,207.75,2.26421,0.0000379677
74500,207.65,2.24567,0.0000376748
74550,207.55,2.22726,0.0000373841
74600,207.45,2.209,0.0000370955
74650,207.35,2.19089,0.000036809
74700,207.25,2.17291,0.0000365245
74750,207.15,2.15507,0.0000362422
74800,207.05,2.13737,0.0000359618
74850,206.95,2.1198,0.0000356835
74900,206.85,2.10237,0.0000354072
74950,206.75,2.08508,0.000035133
75000,206.65,2.06792,0.0000348607
75050,206.55,2.05089,0.0000345904
75100,206.45,2.034,0.0000343221
75150,206.35,2.01723,0.0000340557
75200,206.25,2.0006,0.0000337912
75250,206.15,1.98409,0.0000335287
75300,206.05,1.96772,0.0000332681
75350,205.95,1.95147,0.0000330094
75400,205.85,1.93535,0.0000327526
75450,205.75,1.91935,0.0000324977
75500,205.65,1.90348,0.0000322446
75550,205.55,1.88773,0.0000319934
75600,205.45,1.8721,0.000031744
75650,205.35,1.8566,0.0000314964
75700,205.25,1.84121,0.0000312507
75750,205.15,1.82595,0.0000310067
75800,205.05,1.81081,0.0000307645
75850,204.95,1.79578,0.0000305241
75900,204.85,1.78087,0.0000302855
75950,204.75,1.76608,0.0000300486
76000,204.65,1.7514,0.0000298135
76050,204.55,1.73684,0.0000295801
76100,204.45,1.7224,0.0000293484
76150,204.35,1.70806,0.0000291184
76200,204.25,1.69384,0.0000288901
76250,204.15,1.67973,0.0000286634
76300,204.05,1.66573,0.0000284385
76350,203.95,1.65184,0.0000282152
76400,203.85,1.63806,0.0000279935
76450,203.75,1.62439,0.0000277735
76500,203.65,1.61082,0.0000275551
76550,203.55,1.59737,0.0000273383
76600,203.45,1.58401,0.0000271231
76650,203.35,1.57077,0.0000269095
76700,203.25,1.55762,0.0000266975
76750,203.15,1.54459,0.000026487
76800,203.05,1.53165,0.0000262781
76850,202.95,1.51882,0.0000260708
76900,202.85,1.50608,0.000025865
76950,202.75,1.49345,0.0000256607
77000,202.65,1.48092,0.0000254579
77050,202.55,1.46848,0.0000252566
77100,202.45,1.45615,0.0000250568
77150,202.35,1.44391,0.0000248585
77200,202.25,1.43177,0.0000246617
77250,202.15,1.41973,0.0000244663
77300,202.05,1.40778,0.0000242724
77350,201.95,1.39592,0.00002408
77400,201.85,1.38416,0.0000238889
77450,201.75,1.3725,0.0000236993
77500,201.65,1.36092,0.0000235111
77550,201.55,1.34944,0.0000233243
77600,201.45,1.33805,0.0000231389
77650,201.35,1.32675,0.0000229549
77700,201.25,1.31554,0.0000227722
77750,201.15,1.30442,0.0000225909
77800,201.05,1.29338,0.000022411
77850,200.95,1.28244,0.0000222324
77900,200.85,1.27158,0.0000220551
77950,200.75,1.26081,0.0000218792
78000,200.65,1.25012,0.0000217046
78050,200.55,1.23952,0.0000215313
78100,200.45,1.22901,0.0000213593
78150,200.35,1.21858,0.0000211886
78200,200.25,1.20823,0.0000210191
78250,200.15,1.19796,0.000020851
78300,200.05,1.18778,0.0000206841
78350,199.95,1.17768,0.0000205184
78400,199.85,1.16766,0.000020354
78450,199.75,1.15772,0.0000201908
78500,199.65,1.14786,0.0000200289
78550,199.55,1.13808,0.0000198682
78600,199.45,1.12837,0.0000197087
78650,199.35,1.11875,0.0000195504
78700,199.25,1.1092,0.0000193932
78750,199.15,1.09973,0.0000192373
78800,199.05,1.09034,0.0000190826
78850,198.95,1.08102,0.000018929
78900,198.85,1.07177,0.0000187765
78950,198.75,1.0626,0.0000186253
79000,198.65,1.05351,0.0000184751
79050,198.55,1.04449,0.0000183261
79100,198.45,1.03554,0.0000181783
79150,198.35,1.02666,0.0000180315
79200,198.25,1.01785,0.0000178859
79250,198.15,1.00912,0.0000177413
79300,198.05,1.00045,0.0000175979
79350,197.95,0.991861,0.0000174555
79400,197.85,0.983336,0.0000173143
79450,197.75,0.974881,0.0000171741
79500,197.65,0.966494,0.0000170349
79550,197.55,0.958175,0.0000168969
79600,197.45,0.949924,0.0000167598
79650,197.35,0.941739,0.0000166239
79700,197.25,0.933621,0.0000164889
79750,197.15,0.925569,0.000016355
79800,197.05,0.917582,0.0000162221
79850,196.95,0.90966,0.0000160902
79900,196.85,0.901803,0.0000159593
79950,196.75,0.89401,0.0000158294
80000,196.65,0.88628,0.0000157005
80050,196.55,0.878612,0.0000155726
80100,196.45,0.871008,0.0000154457
80150,196.35,0.863465,0.0000153198
80200,196.25,0.855984,0.0000151948
80250,196.15,0.848564,0.0000150707
80300,196.05,0.841205,0.0000149476
80350,195.95,0.833905,0.0000148255
80400,195.85,0.826666,0.0000147043
80450,195.75,0.819485,0.000014584
80500,195.65,0.812363,0.0000144647
80550,195.55,0.8053,0.0000143462
80600,195.45,0.798294,0.0000142287
80650,195.35,0.791346,0.0000141121
80700,195.25,0.784455,0.0000139964
80750,195.15,0.77762,0.0000138815
80800,195.05,0.770842,0.0000137676
80850,194.95,0.764119,0.0000136545
80900,194.85,0.757451,0.0000135423
80950,194.75,0.750838,0.000013431
81000,194.65,0.74428,0.0000133205
81050,194.55,0.737775,0.0000132109
81100,194.45,0.731324,0.0000131021
81150,194.35,0.724926,0.0000129941
81200,194.25,0.718581,0.000012887
81250,194.15,0.712288,0.0000127808
81300,194.05,0.706047,0.0000126753
81350,193.95,0.699858,0.0000125707
81400,193.85,0.69372,0.0000124668
81450,193.75,0.687632,0.0000123638
81500,193.65,0.681595,0.0000122616
81550,193.55,0.675607,0.0000121602
81600,193.45,0.66967,0.0000120595
81650,193.35,0.663781,0.0000119597
81700,193.25,0.657941,0.0000118606
81750,193.15,0.65215,0.0000117623
81800,193.05,0.646406,0.0000116647
81850,192.95,0.64071,0.0000115679
81900,192.85,0.635062,0.0000114719
81950,192.75,0.62946,0.0000113766
82000,192.65,0.623905,0.000011282
82050,192.55,0.618396,0.0000111882
82100,192.45,0.612933,0.0000110952
82150,192.35,0.607515,0.0000110028
82200,192.25,0.602143,0.0000109112
82250,192.15,0.596815,0.0000108203
82300,192.05,0.591532,0.0000107301
82350,191.95,0.586292,0.0000106406
82400,191.85,0.581097,0.0000105518
82450,191.75,0.575945,0.0000104637
82500,191.65,0.570835,0.0000103762
82550,191.55,0.565769,0.0000102895
82600,191.45,0.560745,0.0000102035
82650,191.35,0.555763,0.0000101181
82700,191.25,0.550822,0.0000100334
82750,191.15,0.545923,0.00000994936
82800,191.05,0.541065,0.00000986599
82850,190.95,0.536248,0.00000978327
82900,190.85,0.531471,0.0000097012
82950,190.75,0.526734,0.00000961977
83000,190.65,0.522037,0.00000953899
83050,190.55,0.517379,0.00000945885
83100,190.45,0.512761,0.00000937933
83150,190.35,0.508181,0.00000930045
83200,190.25,0.50364,0.00000922218
83250,190.15,0.499137,0.00000914454
83300,190.05,0.494672,0.00000906751
83350,189.95,0.490245,0.00000899108
83400,189.85,0.485855,0.00000891526
83450,189.75,0.481502,0.00000884004
83500,189.65,0.477186,0.00000876542
83550,189.55,0.472906,0.00000869139
83600,189.45,0.468662,0.00000861794
83650,189.35,0.464455,0.00000854508
83700,189.25,0.460282,0.00000847279
83750,189.15,0.456146,0.00000840108
83800,189.05,0.452044,0.00000832994
83850,188.95,0.447977,0.00000825936
83900,188.85,0.443944,0.00000818935
83950,188.75,0.439945,0.00000811989
84000,188.65,0.435981,0.00000805098
84050,188.55,0.43205,0.00000798262
84100,188.45,0.428153,0.00000791481
84150,188.35,0.424288,0.00000784754
84200,188.25,0.420457,0.0000077808
84250,188.15,0.416658,0.0000077146
84300,188.05,0.412891,0.00000764892
84350,187.95,0.409157,0.00000758377
84400,187.85,0.405454,0.00000751914
84450,187.75,0.401783,0.00000745503
84500,187.65,0.398143,0.00000739143
84550,187.55,0.394534,0.00000732834
84600,187.45,0.390956,0.00000726576
84650,187.35,0.387409,0.00000720367
84700,187.25,0.383892,0.00000714209
84750,187.15,0.380405,0.00000708099
84800,187.05,0.376948,0.00000702039
84850,186.95,0.37352,0.00000696028
84900,186.946,0.370123,0.00000689712
84950,186.946,0.366756,0.00000683438
85000,186.946,0.36342,0.00000677222
85050,186.946,0.360115,0.00000671062
85100,186.946,0.356839,0.00000664959
85150,186.946,0.353594,0.00000658911
85200,186.946,0.350378,0.00000652917
85250,186.946,0.347191,0.00000646979
85300,186.946,0.344033,0.00000641094
85350,186.946,0.340904,0.00000635263
85400,186.946,0.337803,0.00000629485
85450,186.946,0.33473,0.00000623759
85500,186.946,0.331686,0.00000618086
85550,186.946,0.328669,0.00000612464
85600,186.946,0.32568,0.00000606893
85650,186.946,0.322717,0.00000601373
85700,186.946,0.319782,0.00000595904
85750,186.946,0.316873,0.00000590484
85800,186.946,0.313991,0.00000585113
85850,186.946,0.311135,0.00000579791
85900,186.946,0.308305,0.00000574517
85950,186.946,0.305501,0.00000569292
86000,186.946,0.302723,0.00000564114